# lambda zeropoint
3714.000 17.4502
3718.367 17.4616
3722.734 17.4729
3727.102 17.4842
3731.469 17.4956
3735.836 17.5069
3740.203 17.5182
3744.570 17.5295
3748.937 17.5408
3753.305 17.5520
3757.672 17.5633
3762.039 17.5745
3766.406 17.5858
3770.773 17.5970
3775.141 17.6082
3779.508 17.6194
3783.875 17.6305
3788.242 17.6417
3792.609 17.6528
3796.976 17.6639
3801.344 17.6750
3805.711 17.6861
3810.078 17.6972
3814.445 17.7082
3818.812 17.7192
3823.180 17.7302
3827.547 17.7412
3831.914 17.7522
3836.281 17.7631
3840.648 17.7740
3845.015 17.7849
3849.383 17.7957
3853.750 17.8066
3858.117 17.8174
3862.484 17.8282
3866.851 17.8389
3871.219 17.8497
3875.586 17.8604
3879.953 17.8711
3884.320 17.8817
3888.687 17.8923
3893.054 17.9029
3897.422 17.9135
3901.789 17.9240
3906.156 17.9345
3910.523 17.9450
3914.890 17.9555
3919.258 17.9659
3923.625 17.9763
3927.992 17.9866
3932.359 17.9969
3936.726 18.0072
3941.093 18.0175
3945.461 18.0277
3949.828 18.0379
3954.195 18.0480
3958.562 18.0582
3962.929 18.0683
3967.297 18.0783
3971.664 18.0883
3976.031 18.0983
3980.398 18.1083
3984.765 18.1182
3989.132 18.1281
3993.500 18.1379
3997.867 18.1477
4002.234 18.1575
4006.601 18.1672
4010.968 18.1769
4015.335 18.1866
4019.703 18.1962
4024.070 18.2058
4028.437 18.2153
4032.804 18.2248
4037.171 18.2343
4041.539 18.2437
4045.906 18.2531
4050.273 18.2625
4054.640 18.2718
4059.007 18.2810
4063.374 18.2903
4067.742 18.2995
4072.109 18.3086
4076.476 18.3177
4080.843 18.3268
4085.210 18.3358
4089.578 18.3448
4093.945 18.3538
4098.312 18.3627
4102.679 18.3716
4107.046 18.3804
4111.413 18.3892
4115.781 18.3979
4120.148 18.4066
4124.515 18.4153
4128.882 18.4239
4133.249 18.4325
4137.617 18.4410
4141.984 18.4495
4146.351 18.4579
4150.718 18.4664
4155.085 18.4747
4159.452 18.4830
4163.820 18.4913
4168.187 18.4995
4172.554 18.5077
4176.921 18.5159
4181.288 18.5240
4185.656 18.5321
4190.023 18.5401
4194.390 18.5481
4198.757 18.5560
4203.124 18.5639
4207.491 18.5717
4211.859 18.5795
4216.226 18.5873
4220.593 18.5950
4224.960 18.6027
4229.327 18.6103
4233.695 18.6179
4238.062 18.6254
4242.429 18.6329
4246.796 18.6404
4251.163 18.6478
4255.530 18.6551
4259.898 18.6625
4264.265 18.6697
4268.632 18.6770
4272.999 18.6842
4277.366 18.6913
4281.734 18.6984
4286.101 18.7055
4290.468 18.7125
4294.835 18.7195
4299.202 18.7264
4303.569 18.7333
4307.937 18.7401
4312.304 18.7469
4316.671 18.7536
4321.038 18.7603
4325.405 18.7670
4329.773 18.7736
4334.140 18.7802
4338.507 18.7867
4342.874 18.7932
4347.241 18.7997
4351.608 18.8061
4355.976 18.8124
4360.343 18.8188
4364.710 18.8250
4369.077 18.8313
4373.444 18.8374
4377.812 18.8436
4382.179 18.8497
4386.546 18.8557
4390.913 18.8617
4395.280 18.8677
4399.647 18.8736
4404.015 18.8794
4408.382 18.8850
4412.749 18.8905
4417.116 18.8960
4421.483 18.9015
4425.851 18.9071
4430.218 18.9126
4434.585 18.9181
4438.952 18.9237
4443.319 18.9292
4447.686 18.9347
4452.054 18.9403
4456.421 18.9458
4460.788 18.9513
4465.155 18.9568
4469.522 18.9624
4473.890 18.9679
4478.257 18.9731
4482.624 18.9782
4486.991 18.9833
4491.358 18.9884
4495.725 18.9934
4500.093 18.9983
4504.460 19.0032
4508.827 19.0081
4513.194 19.0130
4517.561 19.0178
4521.929 19.0225
4526.296 19.0273
4530.663 19.0319
4535.030 19.0366
4539.397 19.0412
4543.764 19.0458
4548.132 19.0503
4552.499 19.0548
4556.866 19.0592
4561.233 19.0636
4565.600 19.0680
4569.968 19.0723
4574.335 19.0766
4578.702 19.0809
4583.069 19.0851
4587.436 19.0893
4591.803 19.0934
4596.171 19.0975
4600.538 19.1016
4604.905 19.1056
4609.272 19.1096
4613.639 19.1135
4618.006 19.1174
4622.374 19.1213
4626.741 19.1252
4631.108 19.1290
4635.475 19.1327
4639.842 19.1365
4644.210 19.1401
4648.577 19.1438
4652.944 19.1474
4657.311 19.1510
4661.678 19.1546
4666.045 19.1581
4670.413 19.1616
4674.780 19.1650
4679.147 19.1684
4683.514 19.1718
4687.881 19.1751
4692.249 19.1784
4696.616 19.1817
4700.983 19.1849
4705.350 19.1881
4709.717 19.1913
4714.084 19.1944
4718.452 19.1975
4722.819 19.2006
4727.186 19.2036
4731.553 19.2066
4735.920 19.2096
4740.288 19.2125
4744.655 19.2154
4749.022 19.2183
4753.389 19.2212
4757.756 19.2240
4762.123 19.2267
4766.491 19.2295
4770.858 19.2322
4775.225 19.2349
4779.592 19.2375
4783.959 19.2401
4788.327 19.2427
4792.694 19.2453
4797.061 19.2478
4801.428 19.2503
4805.795 19.2528
4810.162 19.2552
4814.530 19.2576
4818.897 19.2600
4823.264 19.2623
4827.631 19.2646
4831.998 19.2669
4836.366 19.2692
4840.733 19.2714
4845.100 19.2736
4849.467 19.2758
4853.834 19.2779
4858.201 19.2800
4862.569 19.2821
4866.936 19.2842
4871.303 19.2862
4875.670 19.2882
4880.037 19.2902
4884.405 19.2921
4888.772 19.2940
4893.139 19.2959
4897.506 19.2978
4901.873 19.2996
4906.240 19.3015
4910.608 19.3032
4914.975 19.3050
4919.342 19.3067
4923.709 19.3085
4928.076 19.3101
4932.444 19.3118
4936.811 19.3134
4941.178 19.3150
4945.545 19.3166
4949.912 19.3182
4954.279 19.3197
