# lambda zeropoint
4500.000 15.6089
4550.515 15.9404
4601.031 16.2428
4651.546 16.5182
4702.062 16.7689
4752.577 16.9968
4803.093 17.2037
4853.608 17.3913
4904.124 17.5614
4954.639 17.7153
5005.155 17.8546
5055.670 17.9805
5106.186 18.0943
5156.701 18.1972
5207.216 18.2901
5257.732 18.3742
5308.247 18.4502
5358.763 18.5189
5409.278 18.5813
5459.794 18.6379
5510.309 18.6894
5560.825 18.7363
5611.340 18.7792
5661.856 18.8186
5712.371 18.8547
5762.887 18.8881
5813.402 18.9188
5863.918 18.9471
5914.433 18.9746
5964.948 18.9997
6015.464 19.0232
6065.979 19.0454
6116.495 19.0662
6167.010 19.0859
6217.526 19.1045
6268.041 19.1220
6318.557 19.1386
6369.072 19.1541
6419.588 19.1687
6470.103 19.1822
6520.619 19.1948
6571.134 19.2064
6621.649 19.2169
6672.165 19.2263
6722.680 19.2346
6773.196 19.2417
6823.711 19.2477
6874.227 19.2523
6924.742 19.2558
6975.258 19.2578
7025.773 19.2585
7076.289 19.2579
7126.804 19.2558
7177.320 19.2523
7227.835 19.2473
7278.351 19.2409
7328.866 19.2330
7379.381 19.2237
7429.897 19.2130
7480.412 19.2008
7530.928 19.1873
7581.443 19.1724
7631.959 19.1562
7682.474 19.1388
7732.990 19.1202
7783.505 19.1004
7834.021 19.0796
7884.536 19.0579
7935.052 19.0352
7985.567 19.0117
8036.082 18.9875
8086.598 18.9626
8137.113 18.9372
8187.629 18.9112
8238.144 18.8850
8288.660 18.8584
8339.175 18.8315
8389.691 18.8045
8440.206 18.7774
8490.722 18.7503
8541.237 18.7231
8591.753 18.6959
8642.268 18.6687
8692.784 18.6416
8743.299 18.6144
8793.814 18.5870
8844.330 18.5596
8894.845 18.5318
8945.361 18.5036
8995.876 18.4748
9046.392 18.4451
9096.907 18.4144
9147.423 18.3823
9197.938 18.3485
9248.454 18.3125
9298.969 18.2740
9349.485 18.2324
9400.000 18.1871
