# lambda zeropoint
4180.200 18.2889
4184.545 18.2960
4188.890 18.3031
4193.234 18.3102
4197.579 18.3174
4201.924 18.3245
4206.269 18.3317
4210.614 18.3389
4214.959 18.3461
4219.303 18.3533
4223.648 18.3605
4227.993 18.3677
4232.338 18.3750
4236.683 18.3822
4241.028 18.3895
4245.372 18.3967
4249.717 18.4040
4254.062 18.4112
4258.407 18.4185
4262.752 18.4258
4267.097 18.4330
4271.441 18.4403
4275.786 18.4476
4280.131 18.4549
4284.476 18.4621
4288.821 18.4694
4293.166 18.4767
4297.510 18.4839
4301.855 18.4912
4306.200 18.4984
4310.545 18.5057
4314.890 18.5129
4319.234 18.5201
4323.579 18.5273
4327.924 18.5345
4332.269 18.5417
4336.614 18.5489
4340.959 18.5561
4345.303 18.5633
4349.648 18.5704
4353.993 18.5776
4358.338 18.5847
4362.683 18.5918
4367.028 18.5989
4371.372 18.6060
4375.717 18.6130
4380.062 18.6201
4384.407 18.6271
4388.752 18.6341
4393.097 18.6411
4397.441 18.6481
4401.786 18.6550
4406.131 18.6619
4410.476 18.6688
4414.821 18.6757
4419.166 18.6826
4423.510 18.6894
4427.855 18.6962
4432.200 18.7030
4436.545 18.7098
4440.890 18.7165
4445.234 18.7232
4449.579 18.7299
4453.924 18.7366
4458.269 18.7432
4462.614 18.7498
4466.959 18.7564
4471.303 18.7629
4475.648 18.7695
4479.993 18.7760
4484.338 18.7824
4488.683 18.7888
4493.028 18.7952
4497.372 18.8016
4501.717 18.8079
4506.062 18.8142
4510.407 18.8205
4514.752 18.8267
4519.097 18.8328
4523.441 18.8390
4527.786 18.8452
4532.131 18.8513
4536.476 18.8574
4540.821 18.8634
4545.166 18.8694
4549.510 18.8753
4553.855 18.8813
4558.200 18.8871
4562.545 18.8930
4566.890 18.8988
4571.234 18.9045
4575.579 18.9103
4579.924 18.9160
4584.269 18.9216
4588.614 18.9272
4592.959 18.9328
4597.303 18.9383
4601.648 18.9438
4605.993 18.9492
4610.338 18.9546
4614.683 18.9600
4619.028 18.9653
4623.372 18.9706
4627.717 18.9758
4632.062 18.9810
4636.407 18.9862
4640.752 18.9913
4645.097 18.9964
4649.441 19.0014
4653.786 19.0064
4658.131 19.0113
4662.476 19.0162
4666.821 19.0211
4671.166 19.0259
4675.510 19.0306
4679.855 19.0354
4684.200 19.0400
4688.545 19.0446
4692.890 19.0492
4697.234 19.0538
4701.579 19.0583
4705.924 19.0627
4710.269 19.0671
4714.614 19.0715
4718.959 19.0758
4723.303 19.0800
4727.648 19.0842
4731.993 19.0884
4736.338 19.0925
4740.683 19.0966
4745.028 19.1006
4749.372 19.1046
4753.717 19.1086
4758.062 19.1125
4762.407 19.1163
4766.752 19.1201
4771.097 19.1239
4775.441 19.1276
4779.786 19.1312
4784.131 19.1348
4788.476 19.1384
4792.821 19.1419
4797.166 19.1454
4801.510 19.1488
4805.855 19.1522
4810.200 19.1555
4814.545 19.1588
4818.890 19.1620
4823.234 19.1652
4827.579 19.1683
4831.924 19.1714
4836.269 19.1744
4840.614 19.1774
4844.959 19.1804
4849.303 19.1833
4853.648 19.1861
4857.993 19.1889
4862.338 19.1917
4866.683 19.1944
4871.028 19.1971
4875.372 19.1997
4879.717 19.2023
4884.062 19.2048
4888.407 19.2073
4892.752 19.2097
4897.097 19.2121
4901.441 19.2145
4905.786 19.2168
4910.131 19.2190
4914.476 19.2212
4918.821 19.2234
4923.166 19.2255
4927.510 19.2276
4931.855 19.2295
4936.200 19.2314
4940.545 19.2334
4944.890 19.2353
4949.234 19.2372
4953.579 19.2390
4957.924 19.2408
4962.269 19.2425
4966.614 19.2442
4970.959 19.2458
4975.303 19.2474
4979.648 19.2489
4983.993 19.2504
4988.338 19.2519
4992.683 19.2533
4997.028 19.2546
5001.372 19.2560
5005.717 19.2572
5010.062 19.2585
5014.407 19.2597
5018.752 19.2608
5023.097 19.2620
5027.441 19.2630
5031.786 19.2641
5036.131 19.2651
5040.476 19.2660
5044.821 19.2670
5049.166 19.2678
5053.510 19.2687
5057.855 19.2695
5062.200 19.2702
5066.545 19.2710
5070.890 19.2716
5075.234 19.2723
5079.579 19.2729
5083.924 19.2735
