# lambda zeropoint
3900.000 17.8551
3950.459 18.1469
4000.917 18.3630
4051.376 18.5242
4101.835 18.6469
4152.294 18.7432
4202.752 18.8220
4253.211 18.8900
4303.670 18.9514
4354.128 19.0091
4404.587 19.0647
4455.046 19.1186
4505.505 19.1724
4555.963 19.2243
4606.422 19.2744
4656.881 19.3219
4707.339 19.3662
4757.798 19.4068
4808.257 19.4431
4858.716 19.4748
4909.174 19.5014
4959.633 19.5231
5010.092 19.5396
5060.550 19.5514
5111.009 19.5585
5161.468 19.5613
5211.927 19.5603
5262.385 19.5560
5312.844 19.5489
5363.303 19.5394
5413.761 19.5282
5464.220 19.5157
5514.679 19.5024
5565.138 19.4887
5615.596 19.4750
5666.055 19.4616
5716.514 19.4487
5766.972 19.4366
5817.431 19.4254
5867.890 19.4150
5918.349 19.4056
5968.807 19.3971
6019.266 19.3894
6069.725 19.3823
6120.183 19.3758
6170.642 19.3696
6221.101 19.3636
6271.560 19.3575
6322.018 19.3512
6372.477 19.3444
6422.936 19.3370
6473.394 19.3287
6523.853 19.3195
6574.312 19.3092
6624.771 19.2977
6675.229 19.2849
6725.688 19.2708
6776.147 19.2553
6826.606 19.2386
6877.064 19.2205
6927.523 19.2011
6977.982 19.1806
7028.440 19.1589
7078.899 19.1362
7129.358 19.1126
7179.817 19.0881
7230.275 19.0630
7280.734 19.0371
7331.193 19.0108
7381.651 18.9840
7432.110 18.9567
7482.569 18.9292
7533.028 18.9013
7583.486 18.8732
7633.945 18.8447
7684.404 18.8161
7734.862 18.7871
7785.321 18.7579
7835.780 18.7283
7886.239 18.6983
7936.697 18.6680
7987.156 18.6373
8037.615 18.6061
8088.073 18.5744
8138.532 18.5423
8188.991 18.5098
8239.450 18.4768
8289.908 18.4434
8340.367 18.4097
8390.826 18.3756
8441.284 18.3413
8491.743 18.3068
8542.202 18.2722
8592.661 18.2375
8643.119 18.2028
8693.578 18.1679
8744.037 18.1330
8794.495 18.0979
8844.954 18.0626
8895.413 18.0268
8945.872 17.9903
8996.330 17.9530
9046.789 17.9146
9097.248 17.8748
9147.706 17.8336
9198.165 17.7908
9248.624 17.7465
9299.083 17.7011
9349.541 17.6554
9400.000 17.6107
