# lambda zeropoint
3554.400 16.7867
3558.769 16.8040
3563.139 16.8212
3567.508 16.8384
3571.877 16.8555
3576.247 16.8725
3580.616 16.8894
3584.985 16.9063
3589.354 16.9231
3593.724 16.9399
3598.093 16.9566
3602.462 16.9732
3606.832 16.9897
3611.201 17.0062
3615.570 17.0226
3619.940 17.0389
3624.309 17.0552
3628.678 17.0714
3633.047 17.0875
3637.417 17.1036
3641.786 17.1196
3646.155 17.1355
3650.525 17.1514
3654.894 17.1672
3659.263 17.1829
3663.633 17.1986
3668.002 17.2142
3672.371 17.2297
3676.740 17.2451
3681.110 17.2605
3685.479 17.2759
3689.848 17.2911
3694.218 17.3063
3698.587 17.3214
3702.956 17.3365
3707.326 17.3515
3711.695 17.3664
3716.064 17.3813
3720.433 17.3961
3724.803 17.4108
3729.172 17.4255
3733.541 17.4400
3737.911 17.4546
3742.280 17.4690
3746.649 17.4835
3751.019 17.4978
3755.388 17.5121
3759.757 17.5263
3764.127 17.5404
3768.496 17.5545
3772.865 17.5685
3777.234 17.5824
3781.604 17.5963
3785.973 17.6101
3790.342 17.6239
3794.712 17.6376
3799.081 17.6512
3803.450 17.6648
3807.820 17.6783
3812.189 17.6917
3816.558 17.7051
3820.927 17.7184
3825.297 17.7316
3829.666 17.7448
3834.035 17.7579
3838.405 17.7710
3842.774 17.7840
3847.143 17.7969
3851.513 17.8098
3855.882 17.8226
3860.251 17.8354
3864.620 17.8480
3868.990 17.8607
3873.359 17.8732
3877.728 17.8857
3882.098 17.8981
3886.467 17.9105
3890.836 17.9228
3895.206 17.9351
3899.575 17.9473
3903.944 17.9594
3908.313 17.9715
3912.683 17.9835
3917.052 17.9954
3921.421 18.0073
3925.791 18.0191
3930.160 18.0309
3934.529 18.0426
3938.899 18.0542
3943.268 18.0658
3947.637 18.0773
3952.007 18.0888
3956.376 18.1002
3960.745 18.1114
3965.114 18.1224
3969.484 18.1335
3973.853 18.1446
3978.222 18.1557
3982.592 18.1667
3986.961 18.1778
3991.330 18.1889
3995.700 18.1999
4000.069 18.2110
4004.438 18.2217
4008.807 18.2324
4013.177 18.2431
4017.546 18.2537
4021.915 18.2642
4026.285 18.2746
4030.654 18.2850
4035.023 18.2954
