# lambda zeropoint
4200.000 17.57
4254.023 17.73
4308.046 17.86
4362.069 18.07
4416.092 18.17
4470.115 18.28
4524.138 18.40
4578.161 18.52
4632.184 18.63
4686.207 18.74
4740.230 18.82
4794.253 18.89
4848.276 18.96
4902.299 19.04
4956.322 19.12
5010.345 19.24
5064.368 19.29
5118.391 19.34
5172.414 19.38
5226.437 19.42
5280.460 19.45
5334.483 19.47
5388.506 19.50
5442.529 19.51
5496.552 19.53
5550.575 19.54
5604.598 19.56
5658.621 19.57
5712.644 19.58
5766.667 19.59
5820.690 19.60
5874.713 19.61
5928.736 19.63
5982.759 19.65
6036.782 19.65
6090.805 19.65
6144.828 19.64
6198.851 19.64
6252.874 19.66
6306.897 19.66
6360.920 19.67
6414.943 19.66
6468.966 19.65
6522.989 19.64
6577.011 19.63
6631.034 19.63
6685.057 19.63
6739.080 19.62
6793.103 19.62
6847.126 19.61
6901.149 19.57
6955.172 19.58
7009.195 19.57
7063.218 19.55
7117.241 19.54
7171.264 19.53
7225.287 19.51
7279.310 19.49
7333.333 19.47
7387.356 19.45
7441.379 19.42
7495.402 19.39
7549.425 19.37
7603.448 19.41
7657.471 19.33
7711.494 19.26
7765.517 19.22
7819.540 19.19
7873.563 19.16
7927.586 19.13
7981.609 19.10
8035.632 19.06
8089.655 19.03
8143.678 19.00
8197.701 18.97
8251.724 18.93
8305.747 18.89
8359.770 18.86
8413.793 18.83
8467.816 18.82
8521.839 18.81
8575.862 18.79
8629.885 18.76
8683.908 18.73
8737.931 18.68
8791.954 18.65
8845.977 18.61
8900.000 18.57
