321.6	0.13
321.8	0.17
322.0	0.23
322.2	0.18
322.3	0.13
322.5	0.14
322.7	0.21
322.8	0.31
323.0	0.30
323.2	0.33
323.3	0.40
323.5	0.35
323.7	0.39
323.8	0.29
324.0	0.36
324.2	0.38
324.4	0.25
324.5	0.22
324.7	0.24
324.9	0.18
325.0	0.20
325.2	0.24
325.4	0.34
325.5	0.28
325.7	0.39
325.9	0.34
326.0	0.42
326.2	0.70
326.4	0.77
326.5	0.65
326.7	0.79
326.9	0.73
327.1	0.70
327.2	0.73
327.4	0.77
327.6	0.72
327.7	0.78
327.9	0.84
328.1	0.93
328.2	0.92
328.4	0.98
328.6	0.94
328.7	1.03
328.9	1.03
329.1	1.09
329.2	1.14
329.4	1.20
329.6	1.23
329.8	1.20
329.9	0.95
330.1	0.90
330.3	0.97
330.4	1.13
330.6	1.34
330.8	1.46
330.9	1.46
331.1	1.57
331.3	1.49
331.4	1.58
331.6	1.45
331.8	1.45
331.9	1.56
332.1	1.69
332.3	1.68
332.4	1.69
332.6	1.81
332.8	2.03
332.9	1.95
333.1	2.12
333.3	2.08
333.4	2.25
333.6	2.37
333.8	2.46
334.0	2.45
334.1	2.45
334.3	2.27
334.5	2.08
334.6	1.95
334.8	2.03
335.0	2.08
335.1	2.49
335.3	2.52
335.5	2.62
335.6	2.74
335.8	2.91
336.0	2.97
336.1	3.00
336.3	3.10
336.5	3.02
336.6	3.15
336.8	3.23
337.0	2.85
337.1	2.84
337.3	2.95
337.5	2.84
337.6	2.78
337.8	2.72
338.0	2.91
338.1	3.22
338.3	3.35
338.5	3.50
338.6	3.42
338.8	3.48
339.0	3.61
339.1	3.40
339.3	3.73
339.5	3.97
339.6	4.38
339.8	4.91
340.0	4.95
340.1	5.26
340.3	5.57
340.5	6.18
340.6	6.66
340.8	7.58
341.0	8.74
341.1	9.30
341.3	9.76
341.5	10.07
341.7	10.27
341.8	10.71
342.0	11.27
342.2	11.68
342.3	12.02
342.5	12.46
342.7	12.28
342.8	12.07
343.0	12.37
343.2	12.79
343.3	13.70
343.5	14.40
343.7	15.18
343.8	15.69
344.0	16.07
344.2	16.89
344.3	17.31
344.5	18.16
344.6	18.83
344.8	19.32
345.0	19.57
345.1	19.50
345.3	19.45
345.5	19.73
345.6	20.09
345.8	20.26
346.0	20.32
346.1	20.81
346.3	21.16
346.5	21.71
346.6	22.09
346.8	22.66
347.0	23.06
347.1	23.68
347.3	23.84
347.5	24.24
347.6	24.93
347.8	25.21
348.0	25.71
348.1	26.13
348.3	26.41
