
807.89	0.083
808.21	0.089
808.52	0.064
808.84	0.061
809.16	0.093
809.48	0.099
809.79	0.110
810.11	0.176
810.43	0.217
810.74	0.247
811.06	0.284
811.37	0.334
811.69	0.419
812.01	0.498
812.32	0.564
812.64	0.679
812.96	0.804
813.27	0.831
813.59	0.884
813.91	0.953
814.22	0.968
814.54	0.972
814.85	0.987
815.17	1.002
815.49	1.027
815.80	1.133
816.12	1.279
816.43	1.423
816.75	1.604
817.06	1.778
817.38	1.896
817.70	1.956
818.01	2.046
818.33	2.230
818.64	2.419
818.96	2.595
819.27	2.781
819.59	2.984
819.90	3.199
820.22	3.402
820.54	3.651
820.85	3.917
821.17	4.268
821.48	4.494
821.80	4.752
822.11	5.118
822.43	5.545
822.74	5.957
823.06	6.372
823.37	6.922
823.69	7.490
824.00	8.037
824.32	8.692
824.63	9.370
824.94	10.033
825.26	10.712
825.57	11.582
825.89	12.363
826.20	13.353
826.52	14.434
826.83	15.546
827.15	16.613
827.46	17.867
827.77	19.137
828.09	20.482
828.40	21.844
828.72	23.467
829.03	25.042
829.35	26.728
829.66	28.455
829.97	30.384
830.29	32.290
830.60	34.360
830.91	36.446
831.23	38.550
831.54	40.850
831.86	43.129
832.17	45.305
832.48	47.523
832.80	49.761
833.11	51.940
833.42	54.179
833.74	56.510
834.05	58.808
834.36	61.125
834.68	63.362
834.99	65.414
835.30	67.311
835.62	69.235
835.93	71.094
836.24	72.763
836.56	74.558
836.87	76.132
837.18	77.605
837.49	79.086
837.81	80.435
838.12	81.659
838.43	82.946
838.75	84.070
839.06	84.957
839.37	85.890
839.68	86.781
840.00	87.536
840.31	88.215
840.62	89.043
840.93	89.790
841.25	90.270
841.56	90.812
841.87	91.420
842.18	91.768
842.50	92.117
842.81	92.560
843.12	92.751
843.43	92.949
843.74	93.251
844.06	93.372
844.37	93.458
844.68	93.579
844.99	93.765
845.30	93.827
845.62	93.931
845.93	93.939
846.24	94.080
846.55	94.150
846.86	94.186
847.17	94.244
847.49	94.453
847.80	94.633
848.11	94.653
848.42	94.638
848.73	94.786
849.04	94.802
849.35	94.753
849.66	94.672
849.98	94.662
850.29	94.616
850.60	94.607
850.91	94.591
851.22	94.630
851.53	94.791
851.84	94.829
852.15	94.792
852.46	94.730
852.77	94.753
853.09	94.793
853.40	94.711
853.71	94.700
854.02	94.701
854.33	94.552
854.64	94.393
854.95	94.439
855.26	94.498
855.57	94.434
855.88	94.589
856.19	94.575
856.50	94.519
856.81	94.448
857.12	94.468
857.43	94.361
857.74	94.372
858.05	94.395
858.36	94.433
858.67	94.496
858.98	94.503
859.29	94.496
859.60	94.495
859.91	94.398
860.22	94.214
860.53	94.253
860.84	94.210
861.15	94.138
861.46	94.247
861.77	94.418
862.08	94.654
862.39	94.690
862.70	94.731
863.01	94.635
863.32	94.772
863.62	94.560
863.93	94.479
864.24	94.469
864.55	94.628
864.86	94.409
865.17	94.350
865.48	94.403
865.79	94.434
866.10	94.364
866.41	94.397
866.71	94.363
867.02	94.436
867.33	94.286
867.64	94.276
867.95	94.275
868.26	94.300
868.57	94.209
868.88	94.403
869.18	94.245
869.49	93.996
869.80	94.119
870.11	94.077
870.42	93.954
870.73	93.958
871.03	94.239
871.34	94.016
871.65	93.975
871.96	94.047
872.27	94.036
872.57	94.100
872.88	94.273
873.19	94.343
873.50	94.464
873.81	94.441
874.11	94.439
874.42	94.315
874.73	94.529
875.04	94.405
875.34	94.509
875.65	94.303
875.96	94.396
876.27	94.241
876.57	94.125
876.88	94.368
877.19	94.517
877.50	94.571
877.80	94.525
878.11	94.508
878.42	94.377
878.73	94.372
879.03	94.352
879.34	94.399
879.65	94.398
879.95	94.344
880.26	94.401
880.57	94.358
880.87	94.423
881.18	94.465
881.49	94.335
881.79	94.146
882.10	94.026
882.41	93.958
882.71	94.167
883.02	93.954
883.33	94.070
883.63	94.158
883.94	94.125
884.25	93.904
884.55	94.119
884.86	94.101
885.16	94.097
885.47	94.136
885.78	94.144
886.08	94.235
886.39	94.176
886.70	94.221
887.00	94.102
887.31	94.241
887.61	94.120
887.92	94.172
888.22	94.081
888.53	94.240
888.84	93.924
889.14	94.051
889.45	94.085
889.75	94.163
890.06	94.100
890.36	94.175
890.67	94.220
890.97	94.176
891.28	94.188
891.59	94.191
891.89	94.210
892.20	94.146
892.50	94.197
892.81	94.262
893.11	94.350
893.42	94.356
893.72	94.336
894.03	94.256
894.33	94.069
894.64	93.952
894.94	93.943
895.25	93.841
895.55	93.949
895.85	94.158
896.16	94.301
896.46	94.498
896.77	94.834
897.07	94.928
897.38	94.705
897.68	94.673
897.99	94.656
898.29	94.256
898.60	93.962
898.90	94.014
899.20	93.937
899.51	93.842
899.81	93.991
900.12	94.143
900.42	94.236
900.72	94.262
901.03	94.498
901.33	94.477
901.64	94.661
901.94	94.650
902.24	94.592
902.55	94.496
902.85	94.617
903.15	94.478
903.46	94.389
903.76	94.448
904.07	94.509
