393.4	1.37
393.6	1.43
393.8	1.42
393.9	1.52
394.1	1.63
394.2	1.73
394.4	1.75
394.6	1.91
394.7	1.86
394.9	1.92
395.0	2.06
395.2	2.16
395.4	2.27
395.5	2.28
395.7	2.29
395.8	2.30
396.0	2.33
396.2	2.40
396.3	2.35
396.5	2.52
396.6	2.56
396.8	2.56
397.0	2.73
397.1	2.82
397.3	3.00
397.4	3.25
397.6	3.57
397.8	3.92
397.9	4.31
398.1	4.76
398.2	5.22
398.4	5.78
398.5	6.48
398.7	7.23
398.9	8.15
399.0	9.18
399.2	10.35
399.3	11.56
399.5	12.92
399.7	14.59
399.8	16.46
400.0	18.49
400.1	20.71
400.3	23.07
400.5	25.50
400.6	28.10
400.8	30.82
400.9	33.69
401.1	36.51
401.3	39.31
401.4	41.99
401.6	44.95
401.7	47.62
401.9	50.08
402.0	52.24
402.2	54.30
402.4	56.15
402.5	57.82
402.7	59.16
402.8	60.45
403.0	61.49
403.2	62.29
403.3	62.96
403.5	63.53
403.6	63.94
403.8	64.23
403.9	64.50
404.1	64.61
404.3	64.77
404.4	64.90
404.6	64.97
404.7	65.01
404.9	65.04
405.1	65.07
405.2	65.07
405.4	65.09
405.5	65.15
405.7	65.20
405.8	65.24
406.0	65.27
406.2	65.34
406.3	65.38
406.5	65.40
406.6	65.45
406.8	65.51
407.0	65.59
407.1	65.67
407.3	65.70
407.4	65.75
407.6	65.91
407.7	66.02
407.9	66.10
408.1	66.23
408.2	66.37
408.4	66.49
408.5	66.59
408.7	66.65
408.9	66.78
409.0	66.90
409.2	67.05
409.3	67.10
409.5	67.15
409.6	67.25
409.8	67.28
410.0	67.36
410.1	67.48
410.3	67.58
410.4	67.73
410.6	67.76
410.7	67.77
410.9	67.79
411.1	67.85
411.2	67.94
411.4	67.96
411.5	67.99
411.7	68.07
411.8	68.11
412.0	68.15
412.2	68.19
412.3	68.26
412.5	68.41
412.6	68.51
412.8	68.54
412.9	68.58
413.1	68.69
413.3	68.77
413.4	68.79
413.6	68.81
413.7	68.92
413.9	69.04
414.0	69.10
414.2	69.13
414.4	69.22
414.5	69.31
414.7	69.37
414.8	69.39
415.0	69.45
415.1	69.55
415.3	69.65
415.5	69.71
415.6	69.66
415.8	69.74
415.9	69.76
416.1	69.81
416.2	69.83
416.4	69.90
416.6	69.97
416.7	70.09
416.9	70.17
417.0	70.21
417.2	70.25
417.3	70.35
417.5	70.39
417.7	70.43
417.8	70.48
418.0	70.55
418.1	70.64
418.3	70.71
418.4	70.70
418.6	70.71
418.7	70.78
418.9	70.85
419.1	70.93
419.2	70.98
419.4	71.02
419.5	71.03
419.7	71.07
419.8	71.09
420.0	71.12
420.2	71.14
420.3	71.18
420.5	71.22
420.6	71.25
420.8	71.29
420.9	71.33
421.1	71.41
421.3	71.44
421.4	71.47
421.6	71.53
421.7	71.57
421.9	71.62
422.0	71.67
422.2	71.72
422.3	71.83
422.5	71.87
422.7	71.96
422.8	72.00
423.0	72.08
423.1	72.11
423.3	72.12
423.4	72.20
423.6	72.27
423.7	72.32
423.9	72.32
424.1	72.33
424.2	72.37
424.4	72.43
424.5	72.45
424.7	72.58
424.8	72.69
425.0	72.74
425.1	72.73
425.3	72.75
425.5	72.80
425.6	72.90
425.8	72.95
425.9	73.01
426.1	73.04
426.2	73.15
426.4	73.15
426.5	73.22
426.7	73.33
426.9	73.43
427.0	73.50
427.2	73.55
427.3	73.57
427.5	73.61
427.6	73.67
427.8	73.72
427.9	73.73
428.1	73.81
428.3	73.87
428.4	73.90
428.6	73.92
428.7	73.98
428.9	74.03
429.0	74.09
429.2	74.17
429.3	74.21
429.5	74.25
429.6	74.33
429.8	74.30
430.0	74.33
430.1	74.37
430.3	74.46
430.4	74.54
430.6	74.60
430.7	74.65
430.9	74.71
431.0	74.79
431.2	74.87
431.4	74.92
431.5	75.03
431.7	75.12
431.8	75.16
432.0	75.21
432.1	75.31
432.3	75.34
432.4	75.37
432.6	75.42
432.7	75.44
432.9	75.46
433.1	75.48
433.2	75.53
433.4	75.60
433.5	75.72
433.7	75.77
433.8	75.78
434.0	75.92
434.1	76.03
434.3	76.09
434.4	76.17
434.6	76.22
434.7	76.27
434.9	76.32
435.1	76.36
435.2	76.39
435.4	76.45
435.5	76.48
435.7	76.52
435.8	76.59
436.0	76.60
436.1	76.67
436.3	76.74
436.4	76.84
436.6	76.87
436.8	76.91
436.9	76.96
437.1	77.00
437.2	77.10
437.4	77.15
437.5	77.19
437.7	77.26
437.8	77.29
438.0	77.33
438.1	77.40
438.3	77.46
438.4	77.47
438.6	77.50
438.8	77.56
438.9	77.50
439.1	77.51
439.2	77.53
439.4	77.57
439.5	77.60
439.7	77.65
439.8	77.64
440.0	77.67
440.1	77.73
440.3	77.80
440.4	77.82
440.6	77.88
440.7	77.92
440.9	77.95
441.1	78.00
441.2	78.09
441.4	78.14
441.5	78.19
441.7	78.23
441.8	78.26
